"Origin","Destin","Flow"
191,219,1
191,255,15
191,270,2
191,279,1
191,297,1
191,300,1
191,301,1
191,302,2
191,326,2
191,374,2
191,405,1
191,446,1
191,522,1
191,534,2
191,539,4
191,543,17
191,544,2
191,550,3
191,589,1
191,600,1
191,623,1
191,720,1
191,739,2
191,744,4
191,766,2
191,771,4
191,775,2
191,804,1
191,806,1
191,841,1
191,971,1
192,16,3
192,62,1
192,151,593
192,153,4
192,191,97
192,201,25
192,204,1
192,209,468
192,213,1028
192,216,416
192,218,18
192,219,2
192,225,1
192,255,19
192,301,1
192,330,1
192,359,1
192,405,1
192,406,3
192,525,1
192,534,7
192,541,3
192,543,11
192,544,1
192,550,12
192,625,1
192,655,1
192,720,1
192,730,1
192,739,3
192,744,2
192,766,1
192,768,2
192,769,1
192,790,1
192,801,1
192,804,2
192,810,1
192,842,1
192,858,3
192,928,1
192,976,1
192,980,1
192,981,2
193,16,6
193,51,1
193,151,3
193,160,3
193,175,1
193,191,5
193,196,3
193,201,4
193,204,1
193,209,24
193,210,937
193,213,51
193,216,75
193,219,1
193,255,6
193,270,102
193,301,7
193,303,3
193,304,1
193,326,2
193,347,1
193,374,1
193,384,1
193,386,1
193,429,1
193,484,1
193,491,1
193,534,18
193,543,5
193,568,2
193,580,5
193,588,42
193,589,4
193,592,3
193,599,103
193,733,1
193,739,3
193,744,16
193,769,4
193,771,7
193,772,2
193,801,1
193,980,2
193,981,5
194,16,5
194,22,4
194,151,61
194,153,38
194,160,4
194,191,30
194,196,2
194,201,22
194,204,2297
194,209,58
194,213,316
194,216,206
194,218,3
194,219,1
194,225,4
194,226,2
194,235,1
194,244,1
194,255,5
194,298,1
194,301,3
194,303,1
194,359,2
194,363,1
194,374,1
194,406,3
194,445,2
194,446,5
194,450,1
194,525,17
194,534,9
194,543,14
194,544,307
194,550,13
194,601,1
194,617,1
194,625,1
194,638,1
194,670,1
194,685,2
194,744,2
194,766,8
194,768,1
194,771,1
194,801,1
194,806,1
194,810,2
194,818,1
194,830,1
194,850,2
194,858,1
194,971,1
194,980,22
194,981,4
195,151,2
195,160,4
195,191,4
195,196,1
195,201,1
195,209,2
195,210,53
195,213,13
195,216,3
195,219,1
195,270,2
195,450,2
195,534,1
195,601,1
195,685,1
195,744,95
195,745,3
195,749,5
195,769,177
195,771,25
195,772,5
195,850,1
196,16,6
196,131,1
196,132,1
196,151,112
196,153,1
196,160,461
196,191,71
196,196,1587
196,201,354
196,204,2
196,209,28
196,213,169
196,216,128
196,218,2
196,219,1
196,255,5
196,270,1
196,292,1
196,301,10
196,303,1
196,405,1
196,446,2
196,450,1
196,469,1
196,479,1
196,534,7
196,539,3
196,541,1
196,543,2
196,544,3
196,550,4
196,568,1
196,651,1
196,658,2
196,720,5
196,739,1
196,744,148
196,745,58
196,749,1
196,768,1
196,769,2
196,771,64
196,772,10
196,775,1
196,801,1
196,804,1
196,806,1
196,810,3
196,842,2
196,895,1
196,958,2
196,976,4
196,980,4
196,981,11
197,151,27
197,160,18
197,191,23
197,196,97
197,201,160
197,209,15
197,213,20
197,216,31
197,219,1
197,255,6
197,359,1
197,534,1
197,539,1
197,550,2
197,589,2
197,647,1
197,744,13
197,745,11
197,749,1
197,769,2
197,771,2
197,772,1
197,976,2
198,16,7
198,22,1
198,62,1
198,151,515
198,160,5
198,169,1
198,191,498
198,196,4
198,201,101
198,204,1
198,209,1387
198,213,1159
198,216,1045
198,218,17
198,219,3
198,255,339
198,270,2
198,292,1
198,300,2
198,301,10
198,303,5
198,304,1
198,326,5
198,368,1
198,386,1
198,406,7
198,429,1
198,443,1
198,446,1
198,450,3
198,454,1
198,469,1
198,470,1
198,491,1
198,523,1
198,525,1
198,534,10
198,539,11
198,541,2
198,543,40
198,550,21
198,580,1
198,588,1
198,592,1
198,600,1
198,601,1
198,617,1
198,638,1
198,647,3
198,651,1
198,658,1
198,661,1
198,670,1
198,685,1
198,720,3
198,730,4
198,733,1
198,739,5
198,744,9
198,768,1
198,801,3
198,806,2
198,810,1
198,823,1
198,827,1
198,846,2
198,858,4
198,958,1
198,980,3
198,981,1
198,983,1
199,16,2
199,51,1
199,62,2
199,151,95
199,191,109
199,201,24
199,209,251
199,210,3
199,213,273
199,216,365
199,218,3
199,219,1
199,235,1
199,244,1
199,255,80
199,270,1
199,301,3
199,303,1
199,326,1
199,335,1
199,347,1
199,406,3
199,469,1
199,522,1
199,534,4
199,539,2
199,543,11
199,544,2
199,550,8
199,588,1
199,713,1
199,739,1
199,744,3
199,813,1
199,980,1
199,981,1
200,16,4
200,151,3
200,153,1
200,160,108
200,191,2
200,196,9
200,201,10
200,204,229
200,209,3
200,213,20
200,216,12
200,244,1
200,255,2
200,406,1
200,525,3
200,544,46
200,550,1
200,744,17
200,771,3
200,806,1
200,971,1
200,980,3
200,981,1
201,16,3
201,151,919
201,153,4
201,160,23
201,191,714
201,196,91
201,201,3383
201,204,6
201,209,192
201,210,3
201,213,583
201,216,932
201,218,9
201,219,4
201,225,1
201,255,30
201,270,1
201,292,1
201,298,1
201,300,1
201,301,4
201,303,1
201,326,4
201,334,1
201,335,1
201,359,1
201,374,3
201,405,1
201,406,2
201,429,1
201,479,1
201,525,2
201,534,9
201,539,10
201,541,1
201,543,17
201,544,4
201,550,29
201,556,1
201,599,1
201,651,1
201,655,1
201,658,1
201,670,1
201,682,1
201,713,1
201,720,3
201,733,2
201,744,20
201,745,1
201,769,1
201,771,5
201,772,2
201,790,1
201,806,4
201,810,3
201,818,2
201,842,2
201,858,2
201,892,1
201,939,1
201,976,1
201,980,1
201,981,6
201,983,1
202,16,3
202,151,668
202,153,1
202,160,12
202,169,1
202,191,642
202,196,43
202,201,1203
202,204,2
202,209,99
202,210,3
202,213,338
202,216,450
202,218,5
202,219,1
202,255,18
202,270,1
202,300,1
202,301,6
202,302,2
202,303,2
202,326,1
202,330,2
202,347,1
202,359,1
202,374,1
202,408,1
202,445,1
202,525,1
202,534,3
202,541,1
202,543,13
202,544,2
202,550,4
202,568,1
202,588,1
202,658,1
202,730,1
202,733,1
202,739,7
202,744,10
202,749,1
202,769,1
202,771,5
202,773,1
202,806,2
202,858,1
202,980,6
202,981,1
203,16,1
203,151,129
203,153,44
203,160,6
203,191,23
203,196,7
203,201,70
203,204,620
203,209,27
203,213,154
203,216,134
203,219,1
203,255,1
203,270,1
203,301,1
203,302,1
203,303,1
203,406,3
203,446,1
203,525,3
203,534,1
203,543,6
203,544,91
203,550,10
203,744,4
203,766,1
203,768,1
203,771,2
203,810,11
203,858,1
203,980,3
203,981,2
204,1,1
204,16,6
204,34,2
204,51,3
204,151,17
204,153,4
204,160,2
204,191,7
204,196,5
204,201,18
204,204,2215
204,209,34
204,213,218
204,216,111
204,219,1
204,244,1
204,255,1
204,301,19
204,302,1
204,303,1
204,326,1
204,405,1
204,406,3
204,445,2
204,446,3
204,479,1
204,484,1
204,491,1
204,525,28
204,534,12
204,539,3
204,543,10
204,544,538
204,550,12
204,556,1
204,617,1
204,659,1
204,695,1
204,713,1
204,733,1
204,739,3
204,744,3
204,766,9
204,768,1
204,771,1
204,772,1
204,787,1
204,801,2
204,806,1
204,810,1
204,842,1
204,850,1
204,858,2
204,892,1
204,971,3
204,976,1
204,980,23
204,981,8
204,983,1
205,16,7
205,132,2
205,151,997
205,153,25
205,160,3
205,191,450
205,196,2
205,201,72
205,204,2
205,209,147
205,213,596
205,216,426
205,218,6
205,219,2
205,225,1
205,244,1
205,255,6
205,270,2
205,300,1
205,301,7
205,302,1
205,303,1
205,304,1
205,330,1
205,341,1
205,347,2
205,359,5
205,363,1
205,374,1
205,405,1
205,406,1
205,445,1
205,446,2
205,479,1
205,507,1
205,519,1
205,522,1
205,534,8
205,539,2
205,541,1
205,543,17
205,544,1
205,550,10
205,589,1
205,659,1
205,661,1
205,670,4
205,681,1
205,720,1
205,739,3
205,744,2
205,771,1
205,806,1
205,810,2
205,818,1
205,842,1
205,858,3
205,892,1
205,980,2
205,981,1
206,16,8
206,22,1
206,51,1
206,57,1
206,64,1
206,132,1
206,151,15
206,160,3
206,169,1
206,191,6
206,201,1
206,209,47
206,210,3238
206,213,145
206,216,237
206,219,6
206,225,1
206,255,15
206,270,388
206,298,1
206,301,14
206,302,1
206,303,1
206,326,3
206,330,1
206,363,1
206,374,1
206,386,1
206,406,1
206,429,3
206,525,4
206,534,12
206,541,2
206,543,20
206,544,1
206,550,2
206,556,3
206,580,5
206,588,161
206,589,18
206,592,23
206,599,446
206,600,7
206,601,1
206,651,1
206,659,2
206,670,4
206,682,3
206,683,2
206,684,1
206,713,1
206,720,2
206,739,4
206,744,9
206,768,1
206,769,1
206,771,9
206,780,2
206,801,2
206,806,1
206,810,2
206,818,2
206,850,1
206,892,1
206,958,1
206,971,1
206,976,3
206,981,6
207,16,3
207,22,1
207,151,8
207,160,5
207,201,7
207,204,1027
207,209,5
207,213,95
207,216,37
207,219,1
207,244,1
207,255,2
207,301,4
207,303,1
207,326,1
207,359,1
207,384,1
207,405,2
207,406,1
207,446,7
207,525,5
207,534,4
207,543,3
207,544,276
207,550,5
207,601,1
207,682,1
207,730,1
207,744,2
207,766,80
207,804,1
207,850,1
207,858,3
207,936,2
207,946,2
207,971,1
207,980,35
207,981,1
208,16,1
208,151,123
208,153,3
208,191,45
208,196,1
208,204,1
208,209,730
208,213,1176
208,216,489
208,218,57
208,219,1
208,225,1
208,255,14
208,270,1
208,297,3
208,298,1
208,302,1
208,303,1
208,326,1
208,368,1
208,374,1
208,406,2
208,534,5
208,541,1
208,543,15
208,544,1
208,550,10
208,572,1
208,601,1
208,638,1
208,647,1
208,651,1
208,658,2
208,670,1
208,685,1
208,720,1
208,730,1
208,739,4
208,744,1
208,766,1
208,801,1
208,818,1
208,892,1
208,981,3
209,16,2
209,51,7
209,62,1
209,105,3
209,132,1
209,151,411
209,160,1
209,169,2
209,191,209
209,196,2
209,201,24
209,209,3030
209,210,3
209,213,1469
209,216,766
209,218,56
209,219,5
209,225,1
209,255,196
209,270,1
209,279,1
209,292,1
209,298,1
209,301,3
209,303,3
209,304,1
209,326,3
209,359,5
209,368,2
209,374,2
209,386,1
209,405,1
209,446,1
209,469,1
209,479,4
209,503,1
209,522,1
209,525,5
209,534,1
209,539,7
209,541,3
209,543,30
209,544,1
209,550,26
209,556,2
209,568,1
209,592,1
209,623,1
209,625,1
209,651,1
209,658,3
209,659,1
209,670,2
209,683,1
209,702,1
209,720,1
209,739,2
209,744,4
209,768,2
209,771,1
209,775,1
209,804,1
209,806,1
209,810,2
209,818,1
209,841,1
209,892,1
209,939,1
209,980,3
209,981,4
210,16,6
210,64,2
210,151,6
210,191,7
210,201,2
210,204,1
210,209,16
210,210,1918
210,213,97
210,216,117
210,219,2
210,255,9
210,270,222
210,279,1
210,301,17
210,304,1
210,368,5
210,374,1
210,384,3
210,386,1
210,446,1
210,479,2
210,484,2
210,534,13
210,543,5
210,550,5
210,580,3
210,588,63
210,589,7
210,592,7
210,599,205
210,600,2
210,623,1
210,658,2
210,670,1
210,730,1
210,733,2
210,744,7
210,769,3
210,771,10
210,801,5
210,804,1
210,806,2
210,810,2
210,818,1
210,980,2
210,981,3
211,151,184
211,153,150
211,160,2
211,191,14
211,196,1
211,201,1
211,204,103
211,209,15
211,210,1
211,213,228
211,216,66
211,218,5
211,301,1
211,303,1
211,525,3
211,539,1
211,543,1
211,544,11
211,550,35
211,771,1
211,773,1
211,787,1
211,981,1
212,16,3
212,22,2
212,51,1
212,62,1
212,151,27
212,160,1
212,191,46
212,196,1
212,201,1
212,204,1
212,209,85
212,213,605
212,216,986
212,218,50
212,219,1
212,255,43
212,270,1
212,298,1
212,300,1
212,301,1
212,303,1
212,326,1
212,330,1
212,359,2
212,374,2
212,469,1
212,470,1
212,525,5
212,539,14
212,541,11
212,543,12
212,544,1
212,550,29
212,568,4
212,599,1
212,601,2
212,647,3
212,720,1
212,733,1
212,739,3
212,744,2
212,773,1
212,981,6
213,13,1
213,16,1
213,33,1
213,151,49
213,153,3
213,160,2
213,191,27
213,196,3
213,204,2
213,209,261
213,213,823
213,216,777
213,218,27
213,219,1
213,255,102
213,270,3
213,297,2
213,300,2
213,301,2
213,304,1
213,326,1
213,332,1
213,347,1
213,359,1
213,374,4
213,470,1
213,525,4
213,534,3
213,539,3
213,541,5
213,543,20
213,550,8
213,556,1
213,592,1
213,655,1
213,661,1
213,720,1
213,730,1
213,744,2
213,771,2
213,804,1
213,842,1
213,846,1
213,858,1
213,939,2
213,981,1
214,22,1
214,57,1
214,64,1
214,151,104
214,153,5
214,191,44
214,196,1
214,201,3
214,204,2
214,209,159
214,213,1096
214,216,656
214,218,58
214,219,1
214,255,12
214,270,4
214,301,2
214,304,1
214,326,1
214,330,1
214,374,4
214,406,2
214,450,1
214,523,1
214,534,4
214,539,18
214,541,1
214,543,10
214,550,27
214,556,2
214,601,2
214,685,1
214,713,2
214,720,1
214,744,1
214,768,1
214,850,1
214,895,2
214,946,1
214,981,7
215,16,2
215,22,3
215,151,41
215,153,6
215,160,1
215,191,104
215,201,7
215,204,5
215,209,84
215,213,1515
215,216,3298
215,218,184
215,219,11
215,255,47
215,270,4
215,298,1
215,300,2
215,301,1
215,302,1
215,303,2
215,326,1
215,334,1
215,335,1
215,347,2
215,374,2
215,384,2
215,405,1
215,406,1
215,479,1
215,525,4
215,534,5
215,539,17
215,541,9
215,543,16
215,550,190
215,556,1
215,625,1
215,651,1
215,655,1
215,658,1
215,730,1
215,739,1
215,744,2
215,773,2
215,806,2
215,810,2
215,836,1
215,841,1
215,858,1
215,936,2
215,958,2
215,976,1
215,978,1
215,980,1
215,981,4
215,983,1
216,16,2
216,22,2
216,57,1
216,64,1
216,149,1
216,151,57
216,153,1
216,160,1
216,191,80
216,196,1
216,201,2
216,204,2
216,209,173
216,213,632
216,216,2295
216,218,34
216,219,6
216,255,171
216,270,2
216,279,1
216,300,1
216,301,10
216,303,2
216,326,2
216,341,1
216,359,2
216,374,2
216,525,4
216,534,7
216,539,14
216,541,2
216,543,24
216,550,30
216,556,1
216,599,1
216,647,1
216,651,2
216,670,1
216,681,1
216,730,1
216,744,3
216,766,2
216,769,1
216,787,1
216,804,1
216,842,2
216,850,1
216,858,1
216,980,1
216,981,5
217,16,7
217,22,1
217,151,90
217,153,1
217,191,58
217,196,1
217,201,8
217,204,3
217,209,830
217,210,2
217,213,1021
217,216,1409
217,218,84
217,219,3
217,255,1558
217,301,2
217,302,1
217,303,2
217,330,1
217,374,3
217,446,1
217,450,1
217,484,1
217,525,2
217,534,5
217,539,20
217,541,8
217,543,25
217,550,26
217,556,2
217,625,1
217,658,1
217,681,1
217,720,1
217,766,1
217,787,1
217,801,2
217,816,1
217,846,1
217,980,1
217,981,3
218,16,7
218,22,6
218,50,2
218,57,1
218,62,1
218,105,1
218,151,187
218,153,47
218,191,77
218,201,13
218,204,4
218,209,198
218,213,2940
218,216,2734
218,218,256
218,219,7
218,235,1
218,255,43
218,270,5
218,298,1
218,300,1
218,301,4
218,303,4
218,304,2
218,326,5
218,330,1
218,347,1
218,359,3
218,363,1
218,405,3
218,446,1
218,479,2
218,525,17
218,534,6
218,539,19
218,541,2
218,543,37
218,544,1
218,550,1527
218,556,2
218,568,1
218,588,1
218,589,2
218,592,1
218,625,1
218,647,1
218,655,1
218,659,1
218,730,1
218,739,3
218,744,3
218,745,1
218,766,1
218,787,1
218,804,1
218,806,2
218,810,1
218,816,1
218,818,5
218,823,2
218,936,3
218,980,1
218,981,10
218,983,1
219,16,6
219,22,4
219,151,24
219,153,4
219,160,1
219,191,56
219,201,4
219,209,71
219,213,444
219,216,3025
219,218,44
219,219,11
219,255,65
219,270,1
219,298,1
219,301,2
219,304,1
219,326,1
219,332,1
219,334,1
219,341,1
219,359,2
219,525,3
219,534,2
219,539,47
219,541,37
219,543,34
219,550,49
219,556,8
219,572,1
219,589,1
219,599,2
219,617,1
219,647,1
219,651,1
219,670,1
219,681,1
219,682,1
219,739,1
219,768,1
219,771,1
219,773,1
219,810,1
219,841,1
219,981,3
220,16,6
220,57,202
220,62,472
220,64,213
220,104,44
220,105,9
220,123,2
220,132,2
220,169,1095
220,191,1
220,213,1
220,216,2
220,226,2
220,270,1
220,279,3
220,301,19
220,303,1
220,326,13
220,332,1
220,359,1
220,384,1
220,405,1
220,522,1
220,568,8
220,572,9
220,614,1
220,621,1
220,625,2
220,632,1
220,651,1
220,682,1
220,713,2
220,739,13
220,744,1
220,771,1
220,790,1
220,818,9
220,841,2
220,842,1
221,57,7
221,62,2
221,64,2
221,104,3
221,105,1
221,169,2
221,191,1
221,279,238
221,300,1
221,301,1
221,374,1
221,479,1
221,543,1
221,568,31
221,572,21
221,670,1
221,744,1
221,895,2
222,16,11
222,57,2
222,104,1
222,105,3
222,131,53
222,132,9
222,133,1
222,169,1
222,213,1
222,225,1220
222,226,36
222,235,4
222,301,12
222,302,1
222,303,1
222,326,19
222,335,2
222,359,1
222,368,4
222,406,1
222,479,1
222,539,3
222,568,4
222,601,1
222,638,1
222,685,1
222,702,1
222,804,1
222,810,1
222,850,1
222,928,1
222,980,1
223,16,33
223,20,1
223,44,2
223,57,1
223,105,1
223,131,55
223,132,9
223,133,1
223,175,1
223,225,1168
223,226,40
223,235,4
223,270,1
223,279,1
223,301,11
223,303,1
223,326,49
223,330,2
223,332,1
223,334,2
223,335,1
223,359,2
223,368,3
223,374,3
223,479,1
223,491,1
223,507,1
223,522,2
223,534,4
223,550,1
223,568,3
223,592,1
223,739,4
223,768,1
223,790,1
224,16,13
224,62,1
224,64,2
224,105,4
224,131,12
224,132,1
224,169,2
224,209,2
224,213,1
224,225,1236
224,226,74
224,235,23
224,279,1
224,301,20
224,302,2
224,303,4
224,304,3
224,326,12
224,332,1
224,334,1
224,359,1
224,484,1
224,491,2
224,534,3
224,568,2
224,632,1
224,670,1
224,980,1
225,16,12
225,33,2
225,57,1
225,62,1
225,131,36
225,132,5
225,191,1
225,213,3
225,216,2
225,225,1271
225,226,54
225,235,3
225,255,1
225,301,19
225,302,1
225,303,4
225,326,34
225,334,3
225,341,1
225,347,3
225,359,1
225,368,3
225,469,1
225,479,1
225,522,1
225,534,3
225,543,1
225,568,16
225,572,1
225,617,1
225,720,1
225,810,1
225,818,1
225,850,1
225,946,1
225,981,2
226,16,6
226,33,1
226,80,1
226,104,1
226,105,1
226,131,11
226,132,8
226,175,2
226,213,2
226,216,2
226,225,407
226,226,44
226,235,2
226,279,1
226,301,7
226,326,16
226,359,1
226,363,1
226,368,3
226,384,2
226,445,1
226,479,1
226,534,3
226,568,2
226,651,2
226,670,2
226,739,1
226,810,1
226,971,1
227,1,3
227,16,16
227,57,3
227,64,2
227,104,2
227,105,3
227,131,19
227,132,3
227,133,1
227,213,2
227,216,3
227,225,665
227,226,70
227,235,9
227,244,1
227,301,27
227,303,2
227,326,26
227,332,1
227,334,1
227,368,2
227,374,1
227,405,1
227,450,1
227,479,5
227,484,2
227,519,2
227,522,1
227,641,1
227,670,2
227,682,1
227,695,1
227,713,1
227,720,1
227,775,1
227,790,2
227,981,1
228,1,1
228,16,10
228,64,1
228,131,5
228,132,1
228,213,1
228,216,1
228,225,518
228,226,21
228,235,7
228,279,1
228,301,6
228,326,5
228,469,1
228,479,1
228,507,1
228,543,1
228,572,1
228,614,1
228,651,1
228,659,1
228,670,1
228,730,1
228,733,1
228,858,1
229,1,1
229,16,27
229,34,1
229,57,1
229,104,2
229,105,3
229,131,372
229,132,198
229,133,1
229,151,1
229,175,1
229,201,1
229,204,1
229,213,3
229,216,4
229,219,1
229,225,1116
229,226,67
229,235,4
229,292,1
229,297,1
229,300,1
229,301,35
229,303,4
229,304,1
229,326,50
229,330,5
229,332,2
229,334,2
229,335,1
229,347,1
229,359,2
229,368,1
229,469,1
229,470,1
229,479,2
229,484,1
229,519,2
229,543,1
229,568,8
229,617,1
229,638,1
229,651,2
229,655,1
229,658,1
229,659,2
229,670,1
229,685,1
229,739,6
229,771,1
229,790,1
229,858,1
230,16,7
230,105,1
230,131,162
230,132,28
230,133,1
230,213,3
230,216,2
230,225,107
230,226,10
230,231,9
230,301,6
230,303,3
230,304,1
230,326,30
230,330,1
230,332,3
230,341,1
230,359,1
230,405,1
230,641,1
231,1,1
231,16,87
231,20,1
231,22,2
231,33,13
231,34,1
231,44,6
231,50,2
231,57,36
231,62,35
231,64,24
231,80,1
231,104,265
231,105,708
231,131,19
231,132,9
231,149,1
231,151,1
231,169,8
231,175,2
231,204,1
231,213,5
231,216,7
231,225,303
231,226,20
231,231,1911
231,235,12
231,255,1
231,270,1
231,279,1
231,292,1
231,300,1
231,301,15
231,302,4
231,303,2
231,304,1
231,326,107
231,330,4
231,332,4
231,359,1
231,368,2
231,374,9
231,396,1
231,446,1
231,479,1
231,519,1
231,534,1
231,543,4
231,556,1
231,568,5
231,572,3
231,638,1
231,730,2
231,739,5
231,771,1
231,775,1
231,841,12
231,858,4
231,981,1
231,983,2
232,16,2
232,57,2
232,64,7
232,104,19
232,105,7
232,131,2
232,225,6
232,226,1
232,231,72
232,326,4
232,335,1
233,16,11
233,57,10
233,62,1
233,64,2
233,104,173
233,105,297
233,131,1
233,132,4
233,169,4
233,225,12
233,226,3
233,231,9
233,279,1
233,301,9
233,326,2
233,470,1
233,503,1
233,539,1
233,572,2
233,659,1
234,1,1
234,16,17
234,57,2
234,62,1
234,64,1
234,104,3
234,105,11
234,131,9
234,132,3
234,175,4
234,210,1
234,216,2
234,225,541
234,226,51
234,235,1007
234,270,1
234,297,1
234,301,12
234,302,3
234,303,2
234,304,1
234,326,35
234,330,2
234,341,1
234,347,1
234,359,5
234,368,1
234,446,1
234,479,1
234,522,2
234,534,1
234,543,3
234,568,6
234,600,1
234,647,1
234,659,2
234,739,1
234,769,1
234,842,1
235,16,13
235,57,2
235,62,1
235,104,14
235,105,21
235,131,6
235,132,6
235,133,1
235,151,1
235,169,1
235,175,20
235,201,1
235,213,1
235,225,289
235,226,89
235,235,1986
235,279,1
235,301,15
235,304,1
235,326,20
235,330,3
235,334,1
235,347,1
235,359,3
235,368,2
235,406,1
235,469,1
235,479,2
235,522,2
235,534,2
235,543,1
235,568,3
235,572,2
235,599,1
235,601,1
235,661,1
235,670,3
235,682,1
235,720,1
235,858,2
235,936,3
235,981,1
236,16,28
236,57,14
236,62,12
236,64,4
236,104,100
236,105,784
236,131,19
236,132,4
236,169,5
236,175,17
236,209,1
236,213,3
236,216,2
236,225,566
236,226,14
236,235,150
236,293,1
236,301,10
236,302,2
236,303,9
236,326,62
236,330,1
236,332,1
236,335,2
236,338,1
236,359,1
236,368,2
236,406,1
236,519,1
236,523,1
236,534,1
236,568,3
236,572,3
236,625,1
236,647,1
236,659,1
236,670,2
236,739,2
236,768,1
236,787,1
236,804,1
236,810,1
236,858,1
236,983,1
237,16,37
237,57,24
237,62,8
237,64,5
237,104,155
237,105,1526
237,123,1
237,131,15
237,132,3
237,133,1
237,160,1
237,169,3
237,175,137
237,216,2
237,225,710
237,226,40
237,231,2
237,235,801
237,255,1
237,279,1
237,289,1
237,298,1
237,301,23
237,303,5
237,326,68
237,330,2
237,332,1
237,347,1
237,359,3
237,368,1
237,374,2
237,386,1
237,450,1
237,469,1
237,534,1
237,568,7
237,572,2
237,647,1
237,659,3
237,670,1
237,739,3
237,773,1
237,981,2
238,16,14
238,57,19
238,62,7
238,64,10
238,104,71
238,105,594
238,132,1
238,169,8
238,175,8
238,216,1
238,225,238
238,226,10
238,231,4
238,235,34
238,279,1
238,301,10
238,303,3
238,326,18
238,368,1
238,479,1
238,523,1
238,534,1
238,568,8
238,572,2
238,617,1
238,621,1
238,625,1
238,658,1
238,659,1
238,739,2
239,16,1
239,57,2
239,62,2
239,64,3
239,104,6
239,105,101
239,133,1
239,169,1
239,225,50
239,235,15
239,326,4
239,330,1
239,359,1
239,568,3
240,16,6
240,57,1
240,62,7
240,64,3
240,104,13
240,105,185
240,131,4
240,169,2
240,175,7
240,225,198
240,226,8
240,231,2
240,235,43
240,255,1
240,279,1
240,301,5
240,326,11
240,330,1
240,334,1
240,359,1
240,408,1
240,522,1
240,543,1
240,568,1
240,730,1
240,739,4
241,16,10
241,104,10
241,105,16
241,131,2
241,132,3
241,160,1
241,175,10
241,209,1
241,225,291
241,226,81
241,235,1508
241,279,1
241,297,2
241,301,18
241,302,1
241,303,3
241,326,25
241,330,1
241,334,2
241,359,1
241,479,1
241,544,1
241,568,3
241,572,1
241,655,1
241,659,2
241,670,3
241,766,1
241,981,1
242,16,39
242,57,2
242,62,1
242,64,12
242,80,1
242,104,19
242,105,54
242,131,11
242,132,4
242,169,2
242,175,60
242,209,1
242,213,1
242,216,3
242,225,804
242,226,114
242,235,2675
242,279,8
242,301,28
242,302,1
242,303,5
242,326,55
242,332,1
242,334,2
242,335,1
242,341,3
242,347,3
242,359,12
242,368,1
242,386,1
242,405,2
242,406,1
242,522,4
242,534,1
242,543,1
242,568,10
242,641,1
242,651,1
242,659,2
242,670,3
242,683,1
242,713,2
242,739,1
242,766,1
242,842,1
242,981,1
242,983,1
243,16,10
243,33,1
243,149,1
243,153,2
243,204,2
243,213,3
243,216,10
243,235,1
243,244,8
243,279,2
243,292,1
243,301,11
243,302,1
243,326,1
243,332,1
243,347,1
243,359,1
243,374,1
243,405,13
243,406,13
243,408,1
243,420,1
243,446,76
243,507,2
243,525,5
243,534,2
243,543,1
243,544,69
243,623,1
243,632,1
243,720,1
243,730,1
243,739,1
243,744,2
243,745,1
243,766,213
243,768,1
243,842,1
243,858,1
243,971,1
243,980,1498
243,981,5
244,1,1
244,16,20
244,104,1
244,213,3
244,216,3
244,244,830
244,292,2
244,293,2
244,297,2
244,301,13
244,302,1
244,303,3
244,304,1
244,326,11
244,330,2
244,332,1
244,338,1
244,341,1
244,347,2
244,386,1
244,405,5
244,406,7
244,408,2
244,446,35
244,507,7
244,508,2
244,519,1
244,522,2
244,539,1
244,543,1
244,544,3
244,801,1
244,971,227
244,978,2
244,980,69
244,981,11
244,983,14
245,16,27
245,51,1
245,191,1
245,213,3
245,216,4
245,225,2
245,226,1
245,244,719
245,292,5
245,301,17
245,302,7
245,303,6
245,304,1
245,326,8
245,338,1
245,347,2
245,359,3
245,368,1
245,386,1
245,405,7
245,406,2
245,446,21
245,450,1
245,484,2
245,507,8
245,519,1
245,522,2
245,525,2
245,534,1
245,543,1
245,544,1
245,651,1
245,766,1
245,771,1
245,810,1
245,842,1
245,971,324
245,978,3
245,980,77
245,981,15
245,983,23
246,16,2
246,22,2
246,34,1
246,151,699
246,153,79
246,160,2
246,191,151
246,196,1
246,201,15
246,204,7
246,209,310
246,213,2032
246,216,982
246,218,80
246,219,2
246,255,18
246,270,1
246,301,7
246,302,2
246,303,2
246,326,1
246,335,1
246,347,1
246,374,1
246,384,2
246,405,2
246,406,1
246,525,6
246,534,2
246,539,8
246,541,2
246,543,21
246,544,1
246,550,233
246,556,1
246,580,1
246,599,2
246,632,1
246,638,1
246,651,1
246,655,1
246,658,1
246,664,1
246,739,3
246,744,3
246,780,1
246,787,1
246,810,2
246,842,1
246,980,5
246,981,6
247,16,6
247,20,1
247,22,1
247,34,1
247,51,2
247,64,1
247,151,43
247,153,5
247,160,4
247,169,1
247,191,64
247,201,5
247,209,97
247,213,1106
247,216,3450
247,218,83
247,219,9
247,255,52
247,270,1
247,279,1
247,300,2
247,301,4
247,302,3
247,303,1
247,384,2
247,469,1
247,479,2
247,525,11
247,539,18
247,541,7
247,543,40
247,544,2
247,550,635
247,588,3
247,621,1
247,625,1
247,626,3
247,632,2
247,670,1
247,720,2
247,730,1
247,739,5
247,744,4
247,801,2
247,806,1
247,810,1
247,816,2
247,818,1
247,858,1
247,946,1
247,980,3
247,981,4
247,983,1
248,16,7
248,22,1
